region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
31150,시흥시,경기,시,True,1,II,22.92414265957372,39.72252075561871,67.76668453497722,55.09479418722304,51.978838247327346,88.2243526515831,34.20694627314218,45.23809523809524,45.872199821745625,65.0,89,1.75,0
31110,과천시,경기,시,True,2,II,4.254859429173239,18.641722774689967,63.3576789064594,45.20899975531788,38.698328859377774,86.14541320187382,22.997731263665653,14.285714285714285,55.07316843358505,65.0,37,4.62,24
31140,오산시,경기,시,True,5,II,14.652532827744832,19.665566214005672,67.15692843741624,51.900020590421725,41.971588475132855,83.18006877848595,25.04541814229706,14.285714285714285,50.66776733510843,65.0,37,1.61,17
31190,용인시,경기,시,True,4,II,17.121346750320534,27.268516527204856,69.03310104529616,46.74314892718189,44.666549982626506,84.39374193243418,26.56084257821923,27.97619047619048,51.70512335441833,65.0,60,0.55,16
31260,양주시,경기,시,True,6,II,22.287205785811288,29.91263572608719,68.3295363173412,48.75288754795165,46.1477688589295,82.77544538744273,38.39670002360295,21.428571428571427,51.86604794252664,65.0,49,1.74,3
31010,수원시,경기,시,True,3,II,18.843404131588493,32.64730242647898,62.88863575448941,49.11618196220166,45.83692230881278,84.53087982985969,26.00889056724367,39.285714285714285,51.70512335441833,65.0,79,0.66,20
31170,의왕시,경기,시,True,8,II,12.256056813035524,20.79811443288,62.88863575448941,45.70217048682562,39.65128484284923,82.29765075502792,26.71527648480762,14.88095238095238,54.58072997004224,65.0,38,2.39,4
31270,포천시,경기,시,True,9,II,29.80866512692857,39.20929823845806,60.35580273385152,56.619366789765245,49.9057667249029,82.02056764874575,42.10907266739231,36.30952380952381,49.77992530600358,65.0,74,5.14,5
31220,안성시,경기,시,True,11,II,25.214715390582285,30.60295274552596,62.654114178504415,55.066335592235646,46.33414688709692,81.20531765274755,36.80114358629002,24.404761904761905,53.2586263955065,65.0,54,2.81,0
31230,김포시,경기,시,True,17,II,22.65873154706708,23.377483883469303,69.54904851246314,49.917563092542046,43.86397307443564,80.26873414619538,28.897824909795744,17.857142857142858,45.5127675070296,65.0,43,0.88,12
31120,구리시,경기,시,True,7,II,16.98033198872605,28.69629094659802,61.66912355936746,44.90847831613513,42.64118757281313,82.4529883795775,27.035439036053184,30.35714285714285,49.13946706599332,65.0,64,3.4,8
31090,안산시,경기,시,True,19,II,22.9132502790356,25.046467088644974,60.40270704904852,57.81617001691298,43.84576480883304,80.09781464141167,27.47388655824233,22.61904761904762,51.70512335441833,65.0,51,0.81,9
31200,파주시,경기,시,True,10,II,27.49687892179858,36.15322439177983,67.01621549182525,47.5532494792481,48.26212799366053,81.76400064058137,34.80644878355965,37.5,48.22109840645043,65.0,76,1.51,20
31180,하남시,경기,시,True,15,II,17.174884560830794,20.614906793138182,68.47024926293219,44.6230217746489,40.97353827945406,80.66860754295558,25.158385014847788,16.071428571428573,47.22780292760666,65.0,40,1.2,11
31250,광주시,경기,시,True,23,II,21.748169761559303,21.58784566409706,69.64285714285714,48.49397978988242,42.730882639171426,79.68198078223585,27.69950085200364,15.476190476190476,46.982390580549385,65.0,39,0.95,1
